invoice_id,stock_code,description,quantity,invoice_date,unit_price,customer_id,country,transaction_type,line_revenue
504244,21175,GIN + TONIC DIET METAL SIGN,48,2010-04-12 13:22:00,1.85,13225,United Kingdom,sale,88.8
504440,21383,PACK OF 12 STICKY BUNNIES,5,2010-04-13 14:02:00,0.65,13052,United Kingdom,sale,3.25
504879,21611,SET OF 12 LILY BOTANICAL T-LIGHTS,48,2010-04-18 12:49:00,2.55,12482,Sweden,sale,122.4
505287,21280,VINTAGE KITCHEN PRINT VEGETABLES,6,2010-04-21 11:48:00,2.55,16472,United Kingdom,sale,15.3
505709,21900,"KEY FOB , SHED",8,2010-04-25 12:34:00,0.65,13050,United Kingdom,sale,5.2
505984,22175,PINK OWL SOFT TOY,96,2010-04-27 09:35:00,1.98,18102,United Kingdom,sale,190.08
506163,82599,FANNY'S REST STOPMETAL SIGN,12,2010-04-28 09:18:00,2.1,15498,United Kingdom,sale,25.2
506228,72799E,IVORY PILLAR CANDLE SILVER FLOCK,6,2010-04-28 12:15:00,2.95,13775,United Kingdom,sale,17.7
506278,22139,RETRO SPOT TEA SET CERAMIC 11 PC,3,2010-04-28 15:51:00,4.95,12698,Germany,sale,14.85
507889,22505,MEMO BOARD COTTAGE DESIGN,3,2010-05-11 16:35:00,4.95,15862,United Kingdom,sale,14.85
508038,22605,WOODEN CROQUET GARDEN SET,1,2010-05-12 12:17:00,12.75,14854,United Kingdom,sale,12.75
508150,37503,TEA TIME CAKE STAND IN GIFT BOX,12,2010-05-13 11:41:00,9.95,16143,United Kingdom,sale,119.4
508402,22461,SAVOY ART DECO CLOCK,1,2010-05-14 15:37:00,12.75,17888,United Kingdom,sale,12.75
508504,21900,"KEY FOB , SHED",10,2010-05-16 16:05:00,0.65,13451,United Kingdom,sale,6.5
508504,22403,MAGNETS PACK OF 4 VINTAGE LABELS,6,2010-05-16 16:05:00,1.25,13451,United Kingdom,sale,7.5
509647,21246,RED SPOTTY BIG BOWL,1,2010-05-25 11:41:00,4.95,14527,United Kingdom,sale,4.95
509851,21238,RED SPOTTY CUP,8,2010-05-26 09:05:00,0.85,14911,EIRE,sale,6.8
509980,21100,CHARLIE AND LOLA CHARLOTTE BAG,10,2010-05-26 14:07:00,1.65,12378,Switzerland,sale,16.5
509989,84836,ZINC METAL HEART DECORATION,24,2010-05-26 14:54:00,1.25,14285,United Kingdom,sale,30.0
511060,22149,FELTCRAFT 6 FLOWER FRIENDS,12,2010-06-06 12:39:00,2.1,15030,United Kingdom,sale,25.2
511259,22617,BAKING SET SPACEBOY DESIGN,4,2010-06-07 12:42:00,4.95,16382,United Kingdom,sale,19.8
511287,21080,SET/20 RED SPOTTY PAPER NAPKINS,6,2010-06-07 14:47:00,0.85,14514,United Kingdom,sale,5.1
511473,21934,SKULL SHOULDER BAG,10,2010-06-08 13:23:00,1.65,12840,United Kingdom,sale,16.5
511863,79030A,"TUMBLER, ENGLISH ROSE",6,2010-06-11 10:16:00,1.65,15102,United Kingdom,sale,9.9
511990,84993B,75 BLACK PETIT FOUR CASES,1,2010-06-11 15:03:00,0.42,13601,United Kingdom,sale,0.42
512259,20712,JUMBO BAG WOODLAND ANIMALS,2,2010-06-14 13:03:00,1.95,17059,United Kingdom,sale,3.9
513786,22434,BALLOON PUMP WITH 10 BALLOONS,1,2010-06-28 15:05:00,1.95,18041,United Kingdom,sale,1.95
514355,84840,SWEETHEART CARRY-ALL BASKET,2,2010-07-01 16:48:00,8.5,17589,United Kingdom,sale,17.0
514972,21974,SET OF 36 PAISLEY FLOWER DOILIES,24,2010-07-07 12:34:00,1.45,16873,United Kingdom,sale,34.8
C515095,84978,HANGING HEART JAR T-LIGHT HOLDER,-15,2010-07-08 11:42:00,1.06,16570,United Kingdom,return,-15.9
515328,22626,BLACK KITCHEN SCALES,1,2010-07-11 12:59:00,8.5,14805,United Kingdom,sale,8.5
515455,21621,VINTAGE UNION JACK BUNTING,6,2010-07-12 15:00:00,8.5,15673,United Kingdom,sale,51.0
515569,20772,GARDEN PATH JOURNAL,2,2010-07-13 12:33:00,2.55,14461,United Kingdom,sale,5.1
516162,20978,36 PENCILS TUBE SKULLS,2,2010-07-18 12:07:00,1.25,14553,United Kingdom,sale,2.5
C516318,37449,CERAMIC CAKE STAND + HANGING CAKES,-1,2010-07-19 14:56:00,8.5,14156,EIRE,return,-8.5
517070,21509,COWBOYS AND INDIANS BIRTHDAY CARD,12,2010-07-26 13:57:00,0.42,14257,United Kingdom,sale,5.04
517077,46000M,POLYESTER FILLER PAD 45x45cm,6,2010-07-26 14:10:00,1.55,16103,United Kingdom,sale,9.3
517761,82578,KITCHEN METAL SIGN,2,2010-08-02 11:07:00,0.55,13888,United Kingdom,sale,1.1
518056,84212,"ASSORTED FLOWER COLOUR ""LEIS""",24,2010-08-04 11:48:00,0.65,15750,United Kingdom,sale,15.6
518139,35962,12 ASS ZINC CHRISTMAS DECORATIONS,12,2010-08-04 15:52:00,2.1,12765,Netherlands,sale,25.2
518412,22065,CHRISTMAS PUDDING TRINKET POT,8,2010-08-08 14:57:00,1.45,17135,United Kingdom,sale,11.6
518652,21623,VINTAGE UNION JACK MEMOBOARD,1,2010-08-10 13:28:00,9.95,14722,United Kingdom,sale,9.95
519194,21179,NO JUNK MAIL METAL SIGN,2,2010-08-13 17:13:00,1.25,16345,United Kingdom,sale,2.5
519529,22384,LUNCH BAG PINK RETROSPOT,10,2010-08-18 10:29:00,1.65,13320,United Kingdom,sale,16.5
519817,84678,CLASSICAL ROSE SMALL VASE,24,2010-08-20 13:41:00,1.25,14243,United Kingdom,sale,30.0
519864,22345,PARTY PIZZA DISH BLUE RETROSPOT,4,2010-08-20 15:32:00,0.85,16401,United Kingdom,sale,3.4
520185,22323,PINK POLKADOT KIDS BAG,12,2010-08-24 14:19:00,1.95,16153,United Kingdom,sale,23.4
520214,22196,SMALL HEART MEASURING SPOONS,96,2010-08-25 07:46:00,0.85,14895,United Kingdom,sale,81.6
520390,21326,AGED GLASS SILVER T-LIGHT HOLDER,12,2010-08-25 15:31:00,0.65,18196,United Kingdom,sale,7.8
520515,21976,PACK OF 60 MUSHROOM CAKE CASES,24,2010-08-26 13:42:00,0.55,14075,United Kingdom,sale,13.2
520713,21488,RED WHITE SCARF HOT WATER BOTTLE,2,2010-08-29 13:49:00,3.95,15722,United Kingdom,sale,7.9
520733,22487,WHITE WOOD GARDEN PLANT LADDER,2,2010-08-31 08:16:00,9.95,15955,United Kingdom,sale,19.9
521254,84879,ASSORTED COLOUR BIRD ORNAMENT,240,2010-09-03 11:26:00,1.69,15061,United Kingdom,sale,405.6
521366,20730,STRAWBERRY CANDY BAG,2,2010-09-05 10:54:00,1.25,16782,United Kingdom,sale,2.5
521970,22456,NATURAL SLATE CHALKBOARD LARGE,1,2010-09-09 19:23:00,4.95,17282,United Kingdom,sale,4.95
522542,21889,WOODEN BOX OF DOMINOES,1,2010-09-15 11:53:00,1.25,16406,United Kingdom,sale,1.25
522981,82494L,WOODEN FRAME ANTIQUE WHITE,24,2010-09-19 14:03:00,2.55,18094,United Kingdom,sale,61.2
524017,22147,FELTCRAFT BUTTERFLY HEARTS,12,2010-09-27 10:09:00,1.45,15469,United Kingdom,sale,17.4
524141,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,12,2010-09-27 15:00:00,0.85,16264,United Kingdom,sale,10.2
525031,22197,SMALL POPCORN HOLDER,1,2010-10-03 12:18:00,0.85,13838,United Kingdom,sale,0.85
525165,22470,HEART OF WICKER LARGE,4,2010-10-04 12:07:00,2.95,16458,United Kingdom,sale,11.8
525459,22112,CHOCOLATE HOT WATER BOTTLE,1,2010-10-05 14:46:00,4.95,17091,United Kingdom,sale,4.95
525885,22983,"CARD, BILLBOARD FONT",12,2010-10-07 14:39:00,0.42,12748,United Kingdom,sale,5.04
525921,21561,DINOSAUR LUNCH BOX WITH CUTLERY,3,2010-10-07 16:36:00,2.55,13280,United Kingdom,sale,7.65
525952,21692,SILVER LATTICE VANILLA CANDLE POT,1,2010-10-07 19:03:00,3.75,14525,United Kingdom,sale,3.75
526145,22728,ALARM CLOCK BAKELIKE PINK,4,2010-10-08 14:51:00,3.75,12853,United Kingdom,sale,15.0
526179,85049A,TRADITIONAL CHRISTMAS RIBBONS,3,2010-10-10 11:41:00,1.25,13736,United Kingdom,sale,3.75
527043,22555,PLASTERS IN TIN STRONGMAN,1,2010-10-14 12:32:00,1.65,18090,United Kingdom,sale,1.65
527887,22386,JUMBO BAG PINK POLKADOT,10,2010-10-19 12:08:00,1.95,14388,United Kingdom,sale,19.5
527950,20886,BOX OF 9 PEBBLE CANDLES,6,2010-10-19 15:33:00,1.95,16795,United Kingdom,sale,11.7
528337,21912,VINTAGE SNAKES & LADDERS,4,2010-10-21 14:02:00,3.75,15255,United Kingdom,sale,15.0
528422,22948,METAL DECORATION NAUGHTY CHILDREN,48,2010-10-22 09:45:00,0.85,12615,France,sale,40.8
528615,22507,MEMO BOARD RETROSPOT DESIGN,1,2010-10-22 16:36:00,4.95,17231,United Kingdom,sale,4.95
528633,84990,60 GOLD AND SILVER FAIRY CAKE CASES,1,2010-10-24 11:25:00,0.55,13544,United Kingdom,sale,0.55
529816,22457,NATURAL SLATE HEART CHALKBOARD,6,2010-10-31 11:15:00,2.95,15501,United Kingdom,sale,17.7
530299,22454,MEASURING TAPE BABUSHKA RED,1,2010-11-02 12:48:00,2.95,14449,United Kingdom,sale,2.95
530810,84559A,3D SHEET OF DOG STICKERS,1,2010-11-04 13:03:00,0.85,16327,United Kingdom,sale,0.85
532311,48184,DOORMAT ENGLISH ROSE,2,2010-11-11 14:36:00,7.95,17558,United Kingdom,sale,15.9
532347,21067,VINTAGE RED TEATIME MUG,12,2010-11-11 16:15:00,1.25,16690,United Kingdom,sale,15.0
532659,22158,3 HEARTS HANGING DECORATION RUSTIC,5,2010-11-14 11:18:00,2.95,16121,United Kingdom,sale,14.75
533127,22865,HAND WARMER OWL DESIGN,12,2010-11-16 12:46:00,2.1,13611,United Kingdom,sale,25.2
533599,21903,MAN FLU METAL SIGN,12,2010-11-18 12:25:00,2.1,18055,United Kingdom,sale,25.2
534066,22505,MEMO BOARD COTTAGE DESIGN,2,2010-11-21 11:28:00,4.95,17920,United Kingdom,sale,9.9
534171,82552,WASHROOM METAL SIGN,36,2010-11-21 13:29:00,1.45,13786,United Kingdom,sale,52.2
534378,20751,FUNKY WASHING UP GLOVES ASSORTED,2,2010-11-22 12:33:00,2.1,14461,United Kingdom,sale,4.2
534779,72800E,4 IVORY DINNER CANDLES SILVER FLOCK,1,2010-11-24 11:13:00,2.55,12970,United Kingdom,sale,2.55
535091,22607,WOODEN ROUNDERS GARDEN SET,2,2010-11-25 10:20:00,9.95,14304,United Kingdom,sale,19.9
535241,22622,BOX OF VINTAGE ALPHABET BLOCKS,1,2010-11-25 12:34:00,9.95,16515,United Kingdom,sale,9.95
536038,22081,RIBBON REEL FLORA + FAUNA,5,2010-11-29 17:11:00,1.65,14130,United Kingdom,sale,8.25
C536164,84987,SET OF 36 TEATIME PAPER DOILIES,-19,2010-11-30 12:09:00,1.25,15369,United Kingdom,return,-23.75
536188,84836,ZINC METAL HEART DECORATION,12,2010-11-30 12:33:00,1.25,14625,United Kingdom,sale,15.0
536281,22571,ROCKING HORSE RED CHRISTMAS,36,2010-11-30 16:06:00,0.85,12971,United Kingdom,sale,30.6
536390,22961,JAM MAKING SET PRINTED,12,2010-12-01 10:19:00,1.45,17511,United Kingdom,sale,17.4
536562,22314,OFFICE MUG WARMER CHOC+BLUE,6,2010-12-01 15:08:00,2.95,13468,United Kingdom,sale,17.7
536632,21875,KINGS CHOICE MUG,12,2010-12-02 11:02:00,1.25,14388,United Kingdom,sale,15.0
536819,22328,ROUND SNACK BOXES SET OF 4 FRUITS,12,2010-12-02 17:12:00,2.95,13402,United Kingdom,sale,35.4
537137,84978,HANGING HEART JAR T-LIGHT HOLDER,6,2010-12-05 12:43:00,1.25,16327,United Kingdom,sale,7.5
537374,22867,HAND WARMER BIRD DESIGN,1,2010-12-06 12:55:00,2.1,17259,United Kingdom,sale,2.1
537771,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,48,2010-12-08 12:29:00,0.29,15498,United Kingdom,sale,13.92
537794,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,1,2010-12-08 13:01:00,3.75,16713,United Kingdom,sale,3.75
538191,48187,DOORMAT NEW ENGLAND,30,2010-12-10 10:49:00,6.75,15061,United Kingdom,sale,202.5
538597,20974,12 PENCILS SMALL TUBE SKULL,12,2010-12-13 12:26:00,0.65,15555,United Kingdom,sale,7.8
538660,22727,ALARM CLOCK BAKELIKE RED,8,2010-12-13 15:37:00,3.75,15808,United Kingdom,sale,30.0
539012,22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,192,2010-12-15 13:26:00,0.85,17858,United Kingdom,sale,163.2
540816,22729,ALARM CLOCK BAKELIKE ORANGE,2,2011-01-11 12:55:00,3.75,15518,United Kingdom,sale,7.5
541262,22860,EASTER TIN CHICKS PINK DAISY,3,2011-01-16 15:50:00,1.65,18069,United Kingdom,sale,4.95
541289,20615,BLUE POLKADOT PASSPORT COVER,1,2011-01-17 13:23:00,2.1,14606,United Kingdom,sale,2.1
541566,22116,METAL SIGN HIS DINNER IS SERVED,12,2011-01-19 11:50:00,0.85,17722,United Kingdom,sale,10.2
542114,22558,CLOTHES PEGS RETROSPOT PACK 24,12,2011-01-25 14:00:00,1.49,16943,United Kingdom,sale,17.88
542229,21202,DOLLY HONEYCOMB GARLAND,12,2011-01-26 13:38:00,1.65,12474,Germany,sale,19.8
542241,21975,PACK OF 60 DINOSAUR CAKE CASES,4,2011-01-26 14:51:00,0.55,16409,United Kingdom,sale,2.2
542401,21498,RED RETROSPOT WRAP,25,2011-01-27 15:51:00,0.42,14541,United Kingdom,sale,10.5
542719,20975,12 PENCILS SMALL TUBE RED RETROSPOT,2,2011-01-31 14:18:00,0.65,17619,United Kingdom,sale,1.3
543275,22167,OVAL WALL MIRROR DIAMANTE,1,2011-02-06 12:49:00,9.95,13584,United Kingdom,sale,9.95
543282,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-02-06 16:08:00,1.69,12956,United Kingdom,sale,13.52
543292,47599B,BLUE PARTY BAGS,5,2011-02-07 11:15:00,2.1,14534,United Kingdom,sale,10.5
543641,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2011-02-10 17:19:00,2.95,14555,United Kingdom,sale,11.8
543653,84596G,SMALL CHOCOLATES PINK BOWL,2,2011-02-11 10:26:00,1.25,14796,United Kingdom,sale,2.5
544302,22629,SPACEBOY LUNCH BOX,12,2011-02-17 13:16:00,1.95,12654,Germany,sale,23.4
544824,48111,DOORMAT 3 SMILEY CATS,10,2011-02-24 09:32:00,6.75,17139,United Kingdom,sale,67.5
544920,22843,BISCUIT TIN VINTAGE GREEN,2,2011-02-24 16:31:00,6.75,13081,United Kingdom,sale,13.5
544930,22456,NATURAL SLATE CHALKBOARD LARGE,2,2011-02-24 18:26:00,4.95,17472,United Kingdom,sale,9.9
545022,22423,REGENCY CAKESTAND 3 TIER,4,2011-02-25 14:24:00,12.75,12921,United Kingdom,sale,51.0
545105,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,10,2011-02-28 11:58:00,0.85,12598,France,sale,8.5
545314,21843,RED RETROSPOT CAKE STAND,3,2011-03-01 14:11:00,10.95,12866,Belgium,sale,32.85
545334,21878,PACK OF 6 SANDCASTLE FLAGS ASSORTED,2,2011-03-01 16:34:00,0.85,15750,United Kingdom,sale,1.7
545334,85040A,S/4 PINK FLOWER CANDLES IN BOWL,3,2011-03-01 16:34:00,1.65,15750,United Kingdom,sale,4.95
545669,22753,SMALL YELLOW BABUSHKA NOTEBOOK,12,2011-03-06 10:05:00,0.85,17243,United Kingdom,sale,10.2
545690,22082,RIBBON REEL STRIPES DESIGN,1,2011-03-06 12:46:00,1.65,13263,United Kingdom,sale,1.65
545797,22671,FRENCH LAUNDRY SIGN BLUE METAL,3,2011-03-07 12:17:00,1.65,16225,United Kingdom,sale,4.95
546105,22554,PLASTERS IN TIN WOODLAND ANIMALS,1,2011-03-09 12:21:00,1.65,14662,United Kingdom,sale,1.65
546549,22501,PICNIC BASKET WICKER LARGE,1,2011-03-14 16:46:00,9.95,17799,United Kingdom,sale,9.95
546984,22419,LIPSTICK PEN RED,1,2011-03-18 12:35:00,0.42,15019,United Kingdom,sale,0.42
547106,22499,WOODEN UNION JACK BUNTING,12,2011-03-21 11:24:00,5.95,15039,United Kingdom,sale,71.4
547493,22582,PACK OF 6 SWEETIE GIFT BOXES,144,2011-03-23 12:06:00,2.1,12818,Austria,sale,302.4
547883,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-03-28 08:40:00,1.69,14755,United Kingdom,sale,13.52
548898,21034,REX CASH+CARRY JUMBO SHOPPER,1,2011-04-04 16:28:00,0.95,17214,United Kingdom,sale,0.95
549670,21670,BLUE SPOT CERAMIC DRAWER KNOB,12,2011-04-11 12:45:00,1.25,16168,United Kingdom,sale,15.0
549978,22671,FRENCH LAUNDRY SIGN BLUE METAL,12,2011-04-13 15:00:00,1.65,14834,United Kingdom,sale,19.8
550837,23208,LUNCH BAG VINTAGE LEAF DESIGN,10,2011-04-21 11:03:00,1.65,15034,United Kingdom,sale,16.5
550995,85132C,CHARLIE AND LOLA FIGURES TINS,12,2011-04-26 08:33:00,1.95,16722,United Kingdom,sale,23.4
551171,21901,"KEY FOB , BACK DOOR",4,2011-04-26 16:45:00,0.65,13263,United Kingdom,sale,2.6
551564,22457,NATURAL SLATE HEART CHALKBOARD,12,2011-05-03 10:56:00,2.95,16609,United Kingdom,sale,35.4
552195,22364,GLASS JAR DIGESTIVE BISCUITS,10,2011-05-06 14:25:00,2.55,13089,United Kingdom,sale,25.5
552243,21363,HOME SMALL WOOD LETTERS,1,2011-05-06 19:37:00,4.95,12748,United Kingdom,sale,4.95
552978,22365,DOORMAT RESPECTABLE HOUSE,10,2011-05-12 14:46:00,6.75,12590,Germany,sale,67.5
553011,23081,GREEN METAL BOX ARMY SUPPLIES,4,2011-05-12 17:03:00,8.25,14390,United Kingdom,sale,33.0
553210,21918,SET 12 KIDS COLOUR CHALK STICKS,24,2011-05-16 09:40:00,0.42,14016,EIRE,sale,10.08
554382,20705,MRS ROBOT SOFT TOY,2,2011-05-24 11:55:00,6.95,17365,United Kingdom,sale,13.9
554996,22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,12,2011-05-29 14:28:00,1.25,16407,United Kingdom,sale,15.0
555075,85123A,WHITE HANGING HEART T-LIGHT HOLDER,150,2011-05-31 12:05:00,2.55,16013,United Kingdom,sale,382.5
555158,22728,ALARM CLOCK BAKELIKE PINK,4,2011-06-01 08:38:00,3.75,14842,United Kingdom,sale,15.0
555542,22843,BISCUIT TIN VINTAGE GREEN,6,2011-06-05 12:51:00,6.75,15108,European Community,sale,40.5
555701,21466,RED FLOWER CROCHET FOOD COVER,1,2011-06-06 14:34:00,3.75,14498,United Kingdom,sale,3.75
556048,21270,ANTIQUE CREAM CUTLERY CUPBOARD,1,2011-06-08 13:00:00,12.75,15609,United Kingdom,sale,12.75
556067,22197,SMALL POPCORN HOLDER,15,2011-06-08 14:35:00,0.85,12748,United Kingdom,sale,12.75
556509,23242,TREASURE TIN BUFFALO BILL,6,2011-06-13 10:33:00,2.08,12708,Germany,sale,12.48
557900,23051,RECYCLED ACAPULCO MAT BLUE,2,2011-06-23 14:36:00,8.25,13098,United Kingdom,sale,16.5
558336,22961,JAM MAKING SET PRINTED,12,2011-06-28 13:17:00,1.45,14364,United Kingdom,sale,17.4
558535,23301,GARDENERS KNEELING PAD KEEP CALM,5,2011-06-30 12:04:00,1.65,16904,United Kingdom,sale,8.25
558700,22551,PLASTERS IN TIN SPACEBOY,1,2011-07-01 12:33:00,1.65,17920,United Kingdom,sale,1.65
558906,23159,SET OF 5 PANCAKE DAY MAGNETS,3,2011-07-04 16:35:00,2.08,15555,United Kingdom,sale,6.24
559364,21175,GIN + TONIC DIET METAL SIGN,12,2011-07-08 08:48:00,2.55,17735,United Kingdom,sale,30.6
559464,21382,SET/4 SPRING FLOWER DECORATION,24,2011-07-08 13:26:00,0.75,15157,United Kingdom,sale,18.0
559653,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,1,2011-07-11 12:49:00,1.25,14552,United Kingdom,sale,1.25
559921,22555,PLASTERS IN TIN STRONGMAN,2,2011-07-13 15:42:00,1.65,13667,United Kingdom,sale,3.3
560571,23295,SET OF 12 MINI LOAF BAKING CASES,8,2011-07-19 14:29:00,0.83,17735,United Kingdom,sale,6.64
560603,21407,BROWN CHECK CAT DOORSTOP,3,2011-07-20 08:59:00,4.25,18180,United Kingdom,sale,12.75
560690,22631,CIRCUS PARADE LUNCH BOX,12,2011-07-20 12:00:00,1.95,16807,United Kingdom,sale,23.4
560701,22995,TRAVEL CARD WALLET SUKI,24,2011-07-20 12:45:00,0.42,16729,United Kingdom,sale,10.08
561897,21094,SET/6 RED SPOTTY PAPER PLATES,3,2011-07-31 15:24:00,0.85,17841,United Kingdom,sale,2.55
562106,21677,HEARTS STICKERS,6,2011-08-02 15:19:00,0.85,14076,United Kingdom,sale,5.1
562688,21248,DOOR HANGER MUM + DADS ROOM,3,2011-08-08 13:53:00,1.45,13869,United Kingdom,sale,4.35
562878,23332,IVORY WICKER HEART LARGE,3,2011-08-10 10:45:00,1.65,16241,United Kingdom,sale,4.95
563946,22791,T-LIGHT GLASS FLUTED ANTIQUE,12,2011-08-22 10:15:00,1.25,17527,United Kingdom,sale,15.0
564342,79144B,PAINTED LIGHTBULB STAR+ MOON,1,2011-08-24 14:53:00,0.42,16340,United Kingdom,sale,0.42
566014,21902,"KEY FOB , FRONT DOOR",15,2011-09-08 12:16:00,0.65,14688,United Kingdom,sale,9.75
566290,21114,LAVENDER SCENTED FABRIC HEART,5,2011-09-11 15:24:00,1.25,14456,United Kingdom,sale,6.25
566736,85175,CACTI T-LIGHT CANDLES,16,2011-09-14 14:19:00,0.42,12726,France,sale,6.72
567148,22961,JAM MAKING SET PRINTED,12,2011-09-16 15:23:00,1.45,18225,United Kingdom,sale,17.4
567462,23349,ROLL WRAP VINTAGE CHRISTMAS,2,2011-09-20 12:35:00,1.25,14446,United Kingdom,sale,2.5
567818,23371,SET 36 COLOUR PENCILS SPACEBOY,1,2011-09-22 12:41:00,1.25,14395,United Kingdom,sale,1.25
567912,23000,TRAVEL CARD WALLET TRANSPORT,10,2011-09-22 17:07:00,0.42,15555,United Kingdom,sale,4.2
569230,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2011-10-02 15:07:00,2.95,16533,United Kingdom,sale,8.85
569419,22429,ENAMEL MEASURING JUG CREAM,60,2011-10-04 10:31:00,3.75,15864,United Kingdom,sale,225.0
569424,23311,VINTAGE CHRISTMAS STOCKING,6,2011-10-04 10:49:00,2.55,15529,United Kingdom,sale,15.3
569672,23298,SPOTTY BUNTING,2,2011-10-05 13:58:00,4.95,17841,United Kingdom,sale,9.9
570208,23503,PLAYING CARDS KEEP CALM & CARRY ON,6,2011-10-09 10:23:00,1.25,16104,United Kingdom,sale,7.5
570514,22114,HOT WATER BOTTLE TEA AND SYMPATHY,24,2011-10-11 10:36:00,3.75,13089,United Kingdom,sale,90.0
C570867,21976,PACK OF 60 MUSHROOM CAKE CASES,-24,2011-10-12 16:17:00,0.55,12607,USA,return,-13.2
571039,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-10-13 12:59:00,1.69,16121,United Kingdom,sale,13.52
571864,22139,RETROSPOT TEA SET CERAMIC 11 PC,48,2011-10-19 13:49:00,4.25,12731,France,sale,204.0
572901,23122,PARTY CHARMS 50 PIECES,6,2011-10-26 14:54:00,0.83,16332,United Kingdom,sale,4.98
