customer_id,first_purchase,last_purchase,order_count,total_revenue,item_quantity,average_order_value,average_basket_size,active_days,active_months,product_variety,country,average_days_between_orders,return_order_count,returned_quantity,returned_value,recency_days,tenure_days,purchase_frequency_30d,return_rate,engagement_score,cluster_id,segment_code,segment_name,model_version
13570,2011-04-10 13:36:00,2011-04-10 13:36:00,1,239.49,161,239.49,161.0,1,1,27,United Kingdom,0.0,0,0,0.0,243,0,1.0,0.0,29.4,2,SEG-03,Hibernating,customer-segmentation-v1
13576,2009-12-08 15:12:00,2011-11-29 15:34:00,28,11202.59,4506,400.09,160.9286,28,21,145,United Kingdom,26.7037,4,13,35.59,10,721,1.165,0.125,86.7,0,SEG-01,Champions,customer-segmentation-v1
13614,2010-06-06 13:42:00,2011-11-15 14:47:00,6,2332.74,821,388.79,136.8333,6,6,227,United Kingdom,105.4,0,0,0.0,24,527,0.3416,0.0,76.3,0,SEG-01,Champions,customer-segmentation-v1
13629,2010-02-11 17:34:00,2011-11-16 13:21:00,19,13370.86,7722,703.73,406.4211,19,16,28,United Kingdom,35.7222,0,0,0.0,23,642,0.8879,0.0,80.4,0,SEG-01,Champions,customer-segmentation-v1
13643,2009-12-08 12:48:00,2011-11-08 15:37:00,10,2156.77,902,215.68,90.2,10,9,71,United Kingdom,77.7778,5,8,44.6,31,700,0.4286,0.3333,71.3,0,SEG-01,Champions,customer-segmentation-v1
13686,2010-11-03 13:44:00,2011-06-10 09:10:00,3,409.04,378,136.35,126.0,3,2,27,United Kingdom,109.5,0,0,0.0,182,218,0.4128,0.0,45.1,2,SEG-03,Hibernating,customer-segmentation-v1
13693,2009-12-07 11:29:00,2010-11-30 18:21:00,9,2011.82,880,223.54,97.7778,9,5,78,United Kingdom,44.75,4,9,63.5,374,358,0.7542,0.3077,52.4,1,SEG-02,Needs Attention,customer-segmentation-v1
13698,2010-01-27 09:02:00,2010-04-22 11:52:00,2,451.73,227,225.86,113.5,2,2,31,United Kingdom,85.0,0,0,0.0,596,85,0.7059,0.0,30.1,2,SEG-03,Hibernating,customer-segmentation-v1
13707,2010-06-21 11:57:00,2011-03-17 18:03:00,5,3365.86,2210,673.17,442.0,4,4,142,United Kingdom,89.6667,0,0,0.0,267,269,0.5576,0.0,56.4,0,SEG-01,Champions,customer-segmentation-v1
13733,2009-12-04 15:28:00,2010-10-25 12:18:00,2,487.03,335,243.52,167.5,2,2,28,United Kingdom,325.0,1,2,2.5,410,324,0.1852,0.3333,28.7,1,SEG-02,Needs Attention,customer-segmentation-v1
13784,2010-09-15 12:27:00,2011-11-30 09:33:00,14,2910.23,2827,207.87,201.9286,14,11,13,United Kingdom,33.9231,1,5,13.05,9,440,0.9545,0.0667,78.0,0,SEG-01,Champions,customer-segmentation-v1
13797,2010-03-02 12:17:00,2010-09-29 10:34:00,3,1179.45,573,393.15,191.0,3,3,71,United Kingdom,105.5,1,3,11.0,436,210,0.4286,0.25,37.4,1,SEG-02,Needs Attention,customer-segmentation-v1
13832,2010-10-13 14:41:00,2011-11-20 15:36:00,2,609.89,420,304.95,210.0,2,2,54,United Kingdom,403.0,1,3,11.25,19,403,0.1489,0.3333,51.7,1,SEG-02,Needs Attention,customer-segmentation-v1
13849,2010-03-25 12:03:00,2011-10-19 10:59:00,5,3469.3,1883,693.86,376.6,5,5,189,United Kingdom,143.25,1,2,25.5,51,572,0.2622,0.1667,64.9,0,SEG-01,Champions,customer-segmentation-v1
13865,2011-02-23 12:04:00,2011-10-12 13:31:00,4,501.56,204,125.39,51.0,4,4,26,United Kingdom,77.0,0,0,0.0,58,231,0.5195,0.0,59.1,2,SEG-03,Hibernating,customer-segmentation-v1
13868,2011-11-01 12:45:00,2011-12-02 16:32:00,2,3192.54,1964,1596.27,982.0,2,2,32,United Kingdom,31.0,0,0,0.0,7,31,1.9355,0.0,59.9,2,SEG-03,Hibernating,customer-segmentation-v1
13873,2010-03-03 12:31:00,2011-08-12 10:08:00,8,1038.92,472,129.86,59.0,8,7,55,United Kingdom,75.2857,1,2,7.9,119,526,0.4563,0.1111,62.0,0,SEG-01,Champions,customer-segmentation-v1
13884,2010-08-26 19:57:00,2011-12-02 16:30:00,10,1825.03,752,182.5,75.2,8,5,108,United Kingdom,66.1429,4,7,36.1,7,462,0.6494,0.2857,76.8,0,SEG-01,Champions,customer-segmentation-v1
13907,2010-01-17 12:22:00,2010-01-17 12:22:00,1,136.8,68,136.8,68.0,1,1,4,United Kingdom,0.0,0,0,0.0,691,0,1.0,0.0,14.7,2,SEG-03,Hibernating,customer-segmentation-v1
13915,2010-11-10 15:17:00,2010-11-10 15:17:00,1,70.8,24,70.8,24.0,1,1,2,United Kingdom,0.0,1,8,39.6,394,0,1.0,0.5,15.0,1,SEG-02,Needs Attention,customer-segmentation-v1
13927,2010-09-28 16:12:00,2011-09-26 12:00:00,2,708.26,463,354.13,231.5,2,2,37,United Kingdom,363.0,1,6,18.3,74,362,0.1657,0.3333,41.6,1,SEG-02,Needs Attention,customer-segmentation-v1
13974,2010-05-06 17:55:00,2011-10-21 14:41:00,2,677.72,356,338.86,178.0,2,2,43,United Kingdom,533.0,2,2,14.2,49,532,0.1128,0.5,44.4,1,SEG-02,Needs Attention,customer-segmentation-v1
13976,2010-02-09 13:08:00,2011-05-17 09:13:00,4,1192.36,452,298.09,113.0,4,4,49,United Kingdom,154.0,0,0,0.0,206,461,0.2603,0.0,53.4,2,SEG-03,Hibernating,customer-segmentation-v1
13988,2010-03-24 11:05:00,2011-11-20 10:15:00,8,4757.8,3385,594.72,423.125,8,8,218,United Kingdom,86.5714,3,19,49.16,19,605,0.3967,0.2727,75.7,0,SEG-01,Champions,customer-segmentation-v1
13997,2010-06-07 17:33:00,2010-07-08 18:06:00,3,376.46,143,125.49,47.6667,2,2,36,United Kingdom,31.0,0,0,0.0,519,31,2.9032,0.0,35.4,2,SEG-03,Hibernating,customer-segmentation-v1
14008,2010-10-03 13:09:00,2010-10-03 13:09:00,1,509.04,326,509.04,326.0,1,1,32,United Kingdom,0.0,1,6,15.3,432,0,1.0,0.5,16.7,1,SEG-02,Needs Attention,customer-segmentation-v1
14012,2011-03-07 12:26:00,2011-03-07 12:26:00,1,328.8,160,328.8,160.0,1,1,11,United Kingdom,0.0,0,0,0.0,277,0,1.0,0.0,26.4,2,SEG-03,Hibernating,customer-segmentation-v1
14015,2011-10-18 10:02:00,2011-10-18 10:02:00,1,917.34,378,917.34,378.0,1,1,20,United Kingdom,0.0,0,0,0.0,52,0,1.0,0.0,38.1,2,SEG-03,Hibernating,customer-segmentation-v1
14022,2010-08-10 09:38:00,2011-04-28 14:39:00,2,792.15,681,396.08,340.5,2,2,45,United Kingdom,261.0,0,0,0.0,225,261,0.2299,0.0,41.8,2,SEG-03,Hibernating,customer-segmentation-v1
14027,2011-10-10 09:01:00,2011-10-10 09:01:00,1,104.82,62,104.82,62.0,1,1,6,United Kingdom,0.0,0,0,0.0,60,0,1.0,0.0,35.1,2,SEG-03,Hibernating,customer-segmentation-v1
14034,2011-07-05 13:06:00,2011-11-17 14:02:00,3,648.89,420,216.3,140.0,2,2,82,United Kingdom,135.0,1,108,139.8,22,135,0.6667,0.25,56.5,1,SEG-02,Needs Attention,customer-segmentation-v1
14064,2010-01-21 13:22:00,2011-11-10 13:14:00,15,3260.24,3911,217.35,260.7333,14,12,131,United Kingdom,50.6154,6,529,292.67,29,657,0.6849,0.2857,76.9,0,SEG-01,Champions,customer-segmentation-v1
14102,2011-10-26 12:46:00,2011-12-04 15:38:00,5,1105.88,769,221.18,153.8,5,3,35,United Kingdom,9.75,3,23,45.55,5,39,3.8462,0.375,65.0,1,SEG-02,Needs Attention,customer-segmentation-v1
14109,2011-09-28 10:18:00,2011-09-28 10:18:00,1,144.2,88,144.2,88.0,1,1,9,United Kingdom,0.0,1,32,64.0,72,0,1.0,0.5,27.4,1,SEG-02,Needs Attention,customer-segmentation-v1
14140,2011-11-08 11:20:00,2011-12-06 09:05:00,2,935.05,811,467.52,405.5,2,2,60,United Kingdom,28.0,1,2,15.0,3,27,2.0,0.3333,57.5,1,SEG-02,Needs Attention,customer-segmentation-v1
14144,2010-08-10 15:17:00,2010-08-10 15:17:00,1,30.6,12,30.6,12.0,1,1,1,United Kingdom,0.0,0,0,0.0,486,0,1.0,0.0,18.1,2,SEG-03,Hibernating,customer-segmentation-v1
14149,2011-05-03 09:44:00,2011-05-03 09:44:00,1,446.62,218,446.62,218.0,1,1,28,United Kingdom,0.0,2,89,187.19,220,0,1.0,0.6667,23.0,1,SEG-02,Needs Attention,customer-segmentation-v1
14155,2011-03-18 14:13:00,2011-03-18 14:13:00,1,118.75,25,118.75,25.0,1,1,6,United Kingdom,0.0,0,0,0.0,266,0,1.0,0.0,26.0,2,SEG-03,Hibernating,customer-segmentation-v1
14156,2009-12-01 12:30:00,2011-11-30 10:54:00,156,313437.62,164325,2009.22,1053.3654,121,24,1446,EIRE,6.075,46,2080,17374.18,9,728,6.4286,0.2277,88.4,0,SEG-01,Champions,customer-segmentation-v1
14170,2010-11-09 14:06:00,2010-11-29 13:10:00,3,570.18,270,190.06,90.0,3,1,123,United Kingdom,10.0,0,0,0.0,375,19,3.0,0.0,39.5,2,SEG-03,Hibernating,customer-segmentation-v1
14198,2010-01-05 10:07:00,2011-11-21 16:35:00,9,1569.73,623,174.41,69.2222,9,9,58,United Kingdom,85.625,4,15,42.15,18,685,0.3942,0.3077,73.8,0,SEG-01,Champions,customer-segmentation-v1
14261,2011-09-22 10:47:00,2011-10-20 10:04:00,2,1163.45,406,581.72,203.0,2,2,52,United Kingdom,28.0,0,0,0.0,50,27,2.0,0.0,51.6,2,SEG-03,Hibernating,customer-segmentation-v1
14264,2010-04-07 13:21:00,2011-07-08 10:20:00,6,1517.36,553,252.89,92.1667,6,6,59,United Kingdom,91.4,2,8,41.5,154,456,0.3947,0.25,56.7,1,SEG-02,Needs Attention,customer-segmentation-v1
14319,2010-10-11 13:38:00,2010-10-11 13:38:00,1,494.85,329,494.85,329.0,1,1,26,United Kingdom,0.0,1,2,17.9,424,0,1.0,0.5,16.5,1,SEG-02,Needs Attention,customer-segmentation-v1
14322,2010-02-18 08:49:00,2010-10-06 15:17:00,4,474.1,158,118.52,39.5,4,3,10,United Kingdom,76.6667,2,16,89.8,429,230,0.5217,0.3333,34.3,1,SEG-02,Needs Attention,customer-segmentation-v1
14332,2010-10-19 13:01:00,2011-11-17 11:54:00,5,1917.41,875,383.48,175.0,5,5,47,United Kingdom,98.5,0,0,0.0,22,393,0.3817,0.0,70.4,0,SEG-01,Champions,customer-segmentation-v1
14373,2010-12-16 15:40:00,2010-12-16 15:40:00,1,76.55,17,76.55,17.0,1,1,4,United Kingdom,0.0,0,0,0.0,358,0,1.0,0.0,23.9,2,SEG-03,Hibernating,customer-segmentation-v1
14460,2009-12-15 19:06:00,2011-08-21 14:19:00,9,1093.5,1879,121.5,208.7778,9,8,33,United Kingdom,76.75,3,118,173.9,110,613,0.4405,0.25,60.5,0,SEG-01,Champions,customer-segmentation-v1
14472,2010-01-19 13:09:00,2011-08-28 11:01:00,9,2118.72,1271,235.41,141.2222,9,8,173,United Kingdom,73.25,0,0,0.0,103,585,0.4615,0.0,70.5,0,SEG-01,Champions,customer-segmentation-v1
14504,2011-03-06 14:38:00,2011-10-23 16:00:00,4,673.26,308,168.32,77.0,4,3,85,United Kingdom,77.0,0,0,0.0,47,231,0.5195,0.0,62.2,2,SEG-03,Hibernating,customer-segmentation-v1
14556,2010-01-20 11:49:00,2010-04-22 14:57:00,3,815.69,323,271.9,107.6667,3,3,158,United Kingdom,46.0,0,0,0.0,596,92,0.9783,0.0,41.1,2,SEG-03,Hibernating,customer-segmentation-v1
14570,2010-09-22 13:07:00,2011-03-04 10:58:00,3,613.75,431,204.58,143.6667,2,2,64,United Kingdom,163.0,0,0,0.0,280,162,0.5556,0.0,44.8,2,SEG-03,Hibernating,customer-segmentation-v1
14582,2011-10-30 11:56:00,2011-10-30 11:56:00,1,114.11,73,114.11,73.0,1,1,6,United Kingdom,0.0,0,0,0.0,40,0,1.0,0.0,37.8,2,SEG-03,Hibernating,customer-segmentation-v1
14584,2010-02-17 14:01:00,2011-06-23 18:33:00,8,1738.16,960,217.27,120.0,8,6,127,United Kingdom,70.1429,1,4,13.0,169,491,0.4888,0.1111,61.9,0,SEG-01,Champions,customer-segmentation-v1
14623,2010-04-16 17:12:00,2011-11-07 13:56:00,10,2016.98,1025,201.7,102.5,10,9,193,United Kingdom,63.3333,2,5,28.75,32,569,0.5272,0.1667,75.3,0,SEG-01,Champions,customer-segmentation-v1
14646,2009-12-02 16:52:00,2011-12-08 12:12:00,151,528602.52,367193,3500.68,2431.7417,91,25,961,Netherlands,8.1778,12,2613,5260.45,1,735,6.1633,0.0736,93.5,0,SEG-01,Champions,customer-segmentation-v1
14667,2009-12-02 12:38:00,2011-11-29 11:30:00,54,20395.34,11939,377.69,221.0926,50,23,578,United Kingdom,14.8367,7,66,206.55,10,726,2.2314,0.1148,89.0,0,SEG-01,Champions,customer-segmentation-v1
14671,2010-05-20 18:21:00,2010-06-08 13:39:00,2,1127.45,571,563.72,285.5,2,2,48,United Kingdom,19.0,0,0,0.0,549,18,2.0,0.0,32.3,2,SEG-03,Hibernating,customer-segmentation-v1
14681,2010-02-24 08:54:00,2011-09-29 15:52:00,6,875.15,172,145.86,28.6667,5,5,19,United Kingdom,145.5,0,0,0.0,71,582,0.3093,0.0,61.4,2,SEG-03,Hibernating,customer-segmentation-v1
14682,2010-02-05 14:47:00,2011-06-05 12:12:00,6,1514.81,949,252.47,158.1667,6,6,79,United Kingdom,97.0,0,0,0.0,187,484,0.3719,0.0,61.3,0,SEG-01,Champions,customer-segmentation-v1
14699,2010-07-02 12:04:00,2011-05-09 14:54:00,4,702.6,484,175.65,121.0,4,4,45,United Kingdom,103.6667,0,0,0.0,214,311,0.3859,0.0,52.9,2,SEG-03,Hibernating,customer-segmentation-v1
14713,2009-12-03 19:22:00,2011-11-30 16:26:00,21,5115.76,3329,243.61,158.5238,21,17,222,United Kingdom,36.35,4,11,46.4,9,726,0.8678,0.16,86.8,0,SEG-01,Champions,customer-segmentation-v1
14742,2010-09-30 14:07:00,2010-09-30 14:07:00,1,579.85,374,579.85,374.0,1,1,34,United Kingdom,0.0,0,0,0.0,435,0,1.0,0.0,23.5,2,SEG-03,Hibernating,customer-segmentation-v1
14758,2010-04-08 08:27:00,2011-07-18 08:21:00,7,2864.97,840,409.28,120.0,7,7,91,United Kingdom,77.6667,0,0,0.0,144,465,0.4516,0.0,65.1,0,SEG-01,Champions,customer-segmentation-v1
14830,2011-10-17 14:29:00,2011-10-17 14:29:00,1,188.88,164,188.88,164.0,1,1,39,United Kingdom,0.0,0,0,0.0,53,0,1.0,0.0,39.8,2,SEG-03,Hibernating,customer-segmentation-v1
14836,2011-11-09 13:26:00,2011-11-29 16:45:00,3,102.45,45,34.15,15.0,3,1,5,United Kingdom,10.0,0,0,0.0,10,20,3.0,0.0,53.8,2,SEG-03,Hibernating,customer-segmentation-v1
14895,2009-12-10 14:22:00,2011-12-02 09:23:00,38,25119.54,10714,661.04,281.9474,24,19,441,United Kingdom,31.3913,10,69,630.72,7,721,1.5811,0.2083,88.7,0,SEG-01,Champions,customer-segmentation-v1
14899,2010-11-09 15:20:00,2010-11-09 15:20:00,1,1331.38,570,1331.38,570.0,1,1,126,United Kingdom,0.0,0,0,0.0,395,0,1.0,0.0,29.4,2,SEG-03,Hibernating,customer-segmentation-v1
14950,2011-11-20 13:48:00,2011-11-20 13:48:00,1,371.2,136,371.2,136.0,1,1,19,United Kingdom,0.0,1,1,9.95,19,0,1.0,0.5,37.3,1,SEG-02,Needs Attention,customer-segmentation-v1
14979,2009-12-04 12:54:00,2009-12-04 12:54:00,1,429.66,209,429.66,209.0,1,1,42,United Kingdom,0.0,0,0,0.0,735,0,1.0,0.0,18.5,2,SEG-03,Hibernating,customer-segmentation-v1
15003,2010-01-26 13:04:00,2010-08-23 15:44:00,6,1027.03,525,171.17,87.5,6,4,253,United Kingdom,41.8,1,4,5.0,473,209,0.8612,0.1429,48.2,0,SEG-01,Champions,customer-segmentation-v1
15005,2009-12-01 14:19:00,2011-11-24 12:25:00,56,13754.58,8666,245.62,154.75,56,24,591,United Kingdom,13.1455,20,103,341.68,15,722,2.3269,0.2632,86.0,0,SEG-01,Champions,customer-segmentation-v1
15016,2010-06-14 13:06:00,2011-06-20 12:06:00,5,620.89,243,124.18,48.6,4,4,93,United Kingdom,123.6667,1,3,8.0,172,370,0.4054,0.1667,54.4,1,SEG-02,Needs Attention,customer-segmentation-v1
15023,2010-02-03 15:45:00,2011-12-06 17:23:00,20,11578.65,4758,578.93,237.9,19,16,486,United Kingdom,37.2778,3,15,78.49,3,671,0.8942,0.1304,89.7,0,SEG-01,Champions,customer-segmentation-v1
15038,2010-10-10 14:35:00,2011-10-12 11:33:00,9,1146.53,381,127.39,42.3333,9,7,190,United Kingdom,45.875,1,30,39.9,58,366,0.7377,0.1,70.7,0,SEG-01,Champions,customer-segmentation-v1
15064,2009-12-22 16:17:00,2010-10-25 14:32:00,4,1254.41,810,313.6,202.5,4,4,75,United Kingdom,102.3333,0,0,0.0,410,306,0.3922,0.0,48.3,2,SEG-03,Hibernating,customer-segmentation-v1
